Year Month,State,Industry,Regulator,Product,Count
2012,Georgia,Depository Institution,[Total],[Total],4
2012,Georgia,Securities/Futures,SEC,Stocks,1
2012,Georgia,Securities/Futures,SEC,[Total],1
2012,Georgia,Securities/Futures,[Total],[Total],1
2012,Georgia,[Total],[Total],[Total],5
2012,Hawaii,Depository Institution,FDIC,Residential Mortgage,1
2012,Hawaii,Depository Institution,FDIC,[Total],1
2012,Hawaii,Depository Institution,[Total],[Total],1
2012,Hawaii,[Total],[Total],[Total],1
2012,Illinois,Depository Institution,OCC,Commercial Mortgage,1
2012,Illinois,Depository Institution,OCC,Credit Card,3
2012,Illinois,Depository Institution,OCC,Debit Card,2
2012,Illinois,Depository Institution,OCC,Residential Mortgage,1
2012,Illinois,Depository Institution,OCC,[Total],7
2012,Illinois,Depository Institution,[Total],[Total],7
2012,Illinois,Securities/Futures,SEC,Options on Securities,1
2012,Illinois,Securities/Futures,SEC,Stocks,4
2012,Illinois,Securities/Futures,SEC,[Total],5
2012,Illinois,Securities/Futures,[Total],[Total],5
2012,Illinois,[Total],[Total],[Total],12
2012,Indiana,Depository Institution,FDIC,Commercial Mortgage,1
2012,Indiana,Depository Institution,FDIC,Credit Card,1
2012,Indiana,Depository Institution,FDIC,Debit Card,1
2012,Indiana,Depository Institution,FDIC,[Total],3
2012,Indiana,Depository Institution,[Total],[Total],3
2012,Indiana,[Total],[Total],[Total],3
2012,Iowa,Depository Institution,FDIC,Debit Card,1
2012,Iowa,Depository Institution,FDIC,[Total],1
2012,Iowa,Depository Institution,OCC,Debit Card,1
2012,Iowa,Depository Institution,OCC,[Total],1
2012,Iowa,Depository Institution,[Total],[Total],2
2012,Iowa,Securities/Futures,SEC,Mutual Fund,1
2012,Iowa,Securities/Futures,SEC,[Total],1
2012,Iowa,Securities/Futures,[Total],[Total],1
2012,Iowa,[Total],[Total],[Total],3
2012,Kansas,Depository Institution,FDIC,Commercial Mortgage,1
2012,Kansas,Depository Institution,FDIC,[Total],1
2012,Kansas,Depository Institution,OCC,Residential Mortgage,1
2012,Kansas,Depository Institution,OCC,[Total],1
2012,Kansas,Depository Institution,[Total],[Total],2
2012,Kansas,[Total],[Total],[Total],2
2012,Maryland,Depository Institution,FDIC,Residential Mortgage,1
2012,Maryland,Depository Institution,FDIC,[Total],1
2012,Maryland,Depository Institution,OCC,Residential Mortgage,2
2012,Maryland,Depository Institution,OCC,[Total],2
2012,Maryland,Depository Institution,[Total],[Total],3
2012,Maryland,[Total],[Total],[Total],3
2012,Massachusetts,Depository Institution,FDIC,Residential Mortgage,2
2012,Massachusetts,Depository Institution,FDIC,[Total],2
2012,Massachusetts,Depository Institution,[Total],[Total],2
2012,Massachusetts,[Total],[Total],[Total],2
2012,Michigan,Depository Institution,FDIC,Credit Card,1
2012,Michigan,Depository Institution,FDIC,[Total],1
2012,Michigan,Depository Institution,[Total],[Total],1
2012,Michigan,[Total],[Total],[Total],1
2012,Minnesota,Depository Institution,OCC,Debit Card,2
2012,Minnesota,Depository Institution,OCC,Residential Mortgage,3
2012,Minnesota,Depository Institution,OCC,[Total],5
2012,Minnesota,Depository Institution,[Total],[Total],5
2012,Minnesota,Securities/Futures,SEC,Debit Card,1
2012,Minnesota,Securities/Futures,SEC,Stocks,1
2012,Minnesota,Securities/Futures,SEC,[Total],2
2012,Minnesota,Securities/Futures,[Total],[Total],2
2012,Minnesota,[Total],[Total],[Total],7
2012,Missouri,Depository Institution,FDIC,Debit Card,1
2012,Missouri,Depository Institution,FDIC,Residential Mortgage,2
2012,Missouri,Depository Institution,FDIC,[Total],3
2012,Missouri,Depository Institution,OCC,Bonds/Notes,2
2012,Missouri,Depository Institution,OCC,Credit Card,2
2012,Missouri,Depository Institution,OCC,Debit Card,4
2012,Missouri,Depository Institution,OCC,Stocks,1
2012,Missouri,Depository Institution,OCC,[Total],9
2012,Missouri,Depository Institution,[Total],[Total],12
2012,Missouri,[Total],[Total],[Total],12
2012,Montana,Depository Institution,OCC,Home Equity Loan,1
2012,Montana,Depository Institution,OCC,[Total],1
2012,Montana,Depository Institution,[Total],[Total],1
2012,Montana,[Total],[Total],[Total],1
2012,Nebraska,Depository Institution,OCC,Residential Mortgage,1
2012,Nebraska,Depository Institution,OCC,[Total],1
2012,Nebraska,Depository Institution,[Total],[Total],1
2012,Nebraska,[Total],[Total],[Total],1
2012,Nevada,Depository Institution,FDIC,Credit Card,1
2012,Nevada,Depository Institution,FDIC,[Total],1
2012,Nevada,Depository Institution,OCC,Debit Card,1
2012,Nevada,Depository Institution,OCC,Residential Mortgage,1
2012,Nevada,Depository Institution,OCC,[Total],2
2012,Nevada,Depository Institution,[Total],[Total],3
2012,Nevada,[Total],[Total],[Total],3
2012,New Jersey,Depository Institution,OCC,Bonds/Notes,1
2012,New Jersey,Depository Institution,OCC,Credit Card,3
2012,New Jersey,Depository Institution,OCC,Debit Card,2
2012,New Jersey,Depository Institution,OCC,Residential Mortgage,14
2012,New Jersey,Depository Institution,OCC,[Total],20
2012,New Jersey,Depository Institution,[Total],[Total],20
2012,New Jersey,Securities/Futures,SEC,Stocks,3
2012,New Jersey,Securities/Futures,SEC,[Total],3
2012,New Jersey,Securities/Futures,[Total],[Total],3
2012,New Jersey,[Total],[Total],[Total],23
2012,New Mexico,Depository Institution,OCC,Debit Card,1
2012,New Mexico,Depository Institution,OCC,[Total],1
2012,New Mexico,Depository Institution,[Total],[Total],1
2012,New Mexico,[Total],[Total],[Total],1
2012,New York,Depository Institution,OCC,Debit Card,1
2012,New York,Depository Institution,OCC,Home Equity Loan,1
2012,New York,Depository Institution,OCC,Residential Mortgage,2
2012,New York,Depository Institution,OCC,[Total],4
2012,New York,Depository Institution,[Total],[Total],4
2012,New York,Securities/Futures,SEC,Mutual Fund,1
2012,New York,Securities/Futures,SEC,Stocks,3
2012,New York,Securities/Futures,SEC,[Total],4
2012,New York,Securities/Futures,[Total],[Total],4
2012,New York,[Total],[Total],[Total],8
2012,North Carolina,Depository Institution,FDIC,Debit Card,1
2012,North Carolina,Depository Institution,FDIC,[Total],1
2012,North Carolina,Depository Institution,OCC,Debit Card,2
2012,North Carolina,Depository Institution,OCC,Home Equity Loan,1
2012,North Carolina,Depository Institution,OCC,Residential Mortgage,2
2012,North Carolina,Depository Institution,OCC,[Total],5
2012,North Carolina,Depository Institution,[Total],[Total],6
2012,North Carolina,[Total],[Total],[Total],6
2012,North Dakota,Depository Institution,OCC,Debit Card,1
2012,North Dakota,Depository Institution,OCC,Residential Mortgage,1
2012,North Dakota,Depository Institution,OCC,[Total],2
2012,North Dakota,Depository Institution,[Total],[Total],2
2012,North Dakota,[Total],[Total],[Total],2
2012,Ohio,Depository Institution,OCC,Credit Card,2
2012,Ohio,Depository Institution,OCC,Residential Mortgage,1
2012,Ohio,Depository Institution,OCC,[Total],3
2012,Ohio,Depository Institution,[Total],[Total],3
2012,Ohio,Securities/Futures,SEC,Mutual Fund,1
2012,Ohio,Securities/Futures,SEC,Stocks,1
2012,Ohio,Securities/Futures,SEC,[Total],2
2012,Ohio,Securities/Futures,[Total],[Total],2
2012,Ohio,[Total],[Total],[Total],5
2012,Oklahoma,Depository Institution,OCC,Residential Mortgage,232
2012,Oklahoma,Depository Institution,OCC,[Total],232
2012,Oklahoma,Depository Institution,[Total],[Total],232
2012,Oklahoma,[Total],[Total],[Total],232
2012,Oregon,Depository Institution,OCC,Debit Card,2
2012,Oregon,Depository Institution,OCC,Residential Mortgage,2
2012,Oregon,Depository Institution,OCC,[Total],4
2012,Oregon,Depository Institution,[Total],[Total],4
2012,Oregon,[Total],[Total],[Total],4
2012,Pennsylvania,Depository Institution,FDIC,Credit Card,1
2012,Pennsylvania,Depository Institution,FDIC,Debit Card,1
2012,Pennsylvania,Depository Institution,FDIC,[Total],2
2012,Pennsylvania,Depository Institution,OCC,Debit Card,3
2012,Pennsylvania,Depository Institution,OCC,Home Equity Loan,2
2012,Pennsylvania,Depository Institution,OCC,Residential Mortgage,1
2012,Pennsylvania,Depository Institution,OCC,[Total],6
2012,Pennsylvania,Depository Institution,[Total],[Total],8
2012,Pennsylvania,[Total],[Total],[Total],8
2012,Puerto Rico,Depository Institution,FDIC,Credit Card,1
2012,Puerto Rico,Depository Institution,FDIC,Debit Card,1
2012,Puerto Rico,Depository Institution,FDIC,Residential Mortgage,1
2012,Puerto Rico,Depository Institution,FDIC,[Total],3
2012,Puerto Rico,Depository Institution,[Total],[Total],3
2012,Puerto Rico,[Total],[Total],[Total],3
2012,South Carolina,Depository Institution,FDIC,Commercial Mortgage,1
2012,South Carolina,Depository Institution,FDIC,Debit Card,1
2012,South Carolina,Depository Institution,FDIC,[Total],2
2012,South Carolina,Depository Institution,OCC,Debit Card,2
2012,South Carolina,Depository Institution,OCC,[Total],2
2012,South Carolina,Depository Institution,[Total],[Total],4
2012,South Carolina,[Total],[Total],[Total],4
2012,Tennessee,Depository Institution,FDIC,Insurance/Annuity Products,1
2012,Tennessee,Depository Institution,FDIC,[Total],1
2012,Tennessee,Depository Institution,[Total],[Total],1
2012,Tennessee,[Total],[Total],[Total],1
2012,Texas,Depository Institution,FDIC,Debit Card,1
2012,Texas,Depository Institution,FDIC,[Total],1
2012,Texas,Depository Institution,OCC,Bonds/Notes,1
2012,Texas,Depository Institution,OCC,Credit Card,2
2012,Texas,Depository Institution,OCC,Debit Card,9
2012,Texas,Depository Institution,OCC,Residential Mortgage,1
2012,Texas,Depository Institution,OCC,[Total],13
2012,Texas,Depository Institution,[Total],[Total],14
2012,Texas,Securities/Futures,SEC,Options on Securities,1
2012,Texas,Securities/Futures,SEC,[Total],1
2012,Texas,Securities/Futures,[Total],[Total],1
2012,Texas,[Total],[Total],[Total],15
2012,Utah,Depository Institution,FDIC,Mutual Fund,1
2012,Utah,Depository Institution,FDIC,[Total],1
2012,Utah,Depository Institution,OCC,Debit Card,1
2012,Utah,Depository Institution,OCC,Residential Mortgage,1
2012,Utah,Depository Institution,OCC,[Total],2
2012,Utah,Depository Institution,[Total],[Total],3
2012,Utah,[Total],[Total],[Total],3
2012,Virginia,Depository Institution,OCC,Credit Card,1
2012,Virginia,Depository Institution,OCC,Debit Card,2
2012,Virginia,Depository Institution,OCC,[Total],3
2012,Virginia,Depository Institution,[Total],[Total],3
2012,Virginia,[Total],[Total],[Total],3
2012,Washington,Depository Institution,OCC,Debit Card,1
2012,Washington,Depository Institution,OCC,[Total],1
2012,Washington,Depository Institution,[Total],[Total],1
2012,Washington,[Total],[Total],[Total],1
2012,West Virginia,Depository Institution,OCC,Credit Card,1
2012,West Virginia,Depository Institution,OCC,[Total],1
2012,West Virginia,Depository Institution,[Total],[Total],1
2012,West Virginia,[Total],[Total],[Total],1
2012,Wisconsin,Depository Institution,FDIC,Credit Card,1
2012,Wisconsin,Depository Institution,FDIC,Debit Card,1
2012,Wisconsin,Depository Institution,FDIC,[Total],2
2012,Wisconsin,Depository Institution,OCC,Residential Mortgage,1
2012,Wisconsin,Depository Institution,OCC,[Total],1
2012,Wisconsin,Depository Institution,[Total],[Total],3
2012,Wisconsin,[Total],[Total],[Total],3
2012,[Total],[Total],[Total],[Total],798
2012,Alabama,Depository Institution,OCC,Debit Card,3
2012,Alabama,Depository Institution,OCC,[Total],3
2012,Alabama,Depository Institution,[Total],[Total],3
2012,Alabama,[Total],[Total],[Total],3
2012,Alaska,Depository Institution,OCC,Credit Card,1
2012,Alaska,Depository Institution,OCC,Debit Card,2
2012,Alaska,Depository Institution,OCC,[Total],3
2012,Alaska,Depository Institution,[Total],[Total],3
2012,Alaska,[Total],[Total],[Total],3
2012,Arizona,Depository Institution,FDIC,Credit Card,1
2012,Arizona,Depository Institution,FDIC,[Total],1
2012,Arizona,Depository Institution,OCC,Credit Card,96
2012,Arizona,Depository Institution,OCC,Debit Card,14
2012,Arizona,Depository Institution,OCC,[Total],110
2012,Arizona,Depository Institution,[Total],[Total],111
2012,Arizona,[Total],[Total],[Total],111
2012,Arkansas,Depository Institution,FDIC,Debit Card,1
2012,Arkansas,Depository Institution,FDIC,[Total],1
2012,Arkansas,Depository Institution,[Total],[Total],1
2012,Arkansas,Securities/Futures,SEC,Mutual Fund,1
2012,Arkansas,Securities/Futures,SEC,[Total],1
2012,Arkansas,Securities/Futures,[Total],[Total],1
2012,Arkansas,[Total],[Total],[Total],2
2012,California,Depository Institution,OCC,Credit Card,36
2012,California,Depository Institution,OCC,Debit Card,43
2012,California,Depository Institution,OCC,Forex Transactions,1
2012,California,Depository Institution,OCC,Home Equity Loan,6
2012,California,Depository Institution,OCC,Insurance/Annuity Products,1
2012,California,Depository Institution,OCC,Residential Mortgage,225
2012,California,Depository Institution,OCC,Security Futures Products,2
2012,California,Depository Institution,OCC,[Total],314
2012,California,Depository Institution,[Total],[Total],314
2012,California,Securities/Futures,CFTC,Credit Card,2
2012,California,Securities/Futures,CFTC,Forex Transactions,4
2012,California,Securities/Futures,CFTC,[Total],6
2012,California,Securities/Futures,SEC,Bonds/Notes,1
2012,California,Securities/Futures,SEC,Forex Transactions,3
2012,California,Securities/Futures,SEC,[Total],4
2012,California,Securities/Futures,[Total],[Total],10
2012,California,[Total],[Total],[Total],324
2012,Colorado,Depository Institution,OCC,Credit Card,29
2012,Colorado,Depository Institution,OCC,Debit Card,2
2012,Colorado,Depository Institution,OCC,[Total],31
2012,Colorado,Depository Institution,[Total],[Total],31
2012,Colorado,Securities/Futures,SEC,Mutual Fund,2
2012,Colorado,Securities/Futures,SEC,Stocks,1
2012,Colorado,Securities/Futures,SEC,[Total],3
2012,Colorado,Securities/Futures,[Total],[Total],3
2012,Colorado,[Total],[Total],[Total],34
2012,Connecticut,Depository Institution,FDIC,Commercial Mortgage,1
2012,Connecticut,Depository Institution,FDIC,[Total],1
2012,Connecticut,Depository Institution,OCC,Debit Card,1
2012,Connecticut,Depository Institution,OCC,[Total],1
2012,Connecticut,Depository Institution,[Total],[Total],2
2012,Connecticut,Securities/Futures,SEC,Futures/Options on Futures,1
2012,Connecticut,Securities/Futures,SEC,Stocks,2
2012,Connecticut,Securities/Futures,SEC,[Total],3
2012,Connecticut,Securities/Futures,[Total],[Total],3
2012,Connecticut,[Total],[Total],[Total],5
2012,Delaware,Depository Institution,FDIC,Credit Card,10
2012,Delaware,Depository Institution,FDIC,[Total],10
2012,Delaware,Depository Institution,[Total],[Total],10
2012,Delaware,[Total],[Total],[Total],10
2012,Florida,Depository Institution,OCC,Credit Card,5
2012,Florida,Depository Institution,OCC,Debit Card,22
2012,Florida,Depository Institution,OCC,Home Equity Loan,1
2012,Florida,Depository Institution,OCC,Mutual Fund,1
2012,Florida,Depository Institution,OCC,[Total],29
2012,Florida,Depository Institution,[Total],[Total],29
2012,Florida,Securities/Futures,SEC,Bonds/Notes,1
2012,Florida,Securities/Futures,SEC,Stocks,2
2012,Florida,Securities/Futures,SEC,[Total],3
2012,Florida,Securities/Futures,[Total],[Total],3
2012,Florida,[Total],[Total],[Total],32
2012,Georgia,Depository Institution,OCC,Debit Card,5
2012,Georgia,Depository Institution,OCC,Residential Mortgage,1
2012,Georgia,Depository Institution,OCC,[Total],6
2012,Georgia,Depository Institution,[Total],[Total],6
2012,Georgia,[Total],[Total],[Total],6
2012,Idaho,Depository Institution,OCC,Debit Card,2
2012,Idaho,Depository Institution,OCC,[Total],2
2012,Idaho,Depository Institution,[Total],[Total],2
2012,Idaho,[Total],[Total],[Total],2
2012,Illinois,Depository Institution,FDIC,Bonds/Notes,1
2012,Illinois,Depository Institution,FDIC,[Total],1
2012,Illinois,Depository Institution,OCC,Credit Card,3
2012,Illinois,Depository Institution,OCC,Debit Card,12
2012,Illinois,Depository Institution,OCC,Residential Mortgage,3
2012,Illinois,Depository Institution,OCC,[Total],18
2012,Illinois,Depository Institution,[Total],[Total],19
2012,Illinois,Securities/Futures,CFTC,Futures/Options on Futures,1
2012,Illinois,Securities/Futures,CFTC,[Total],1
2012,Illinois,Securities/Futures,SEC,Options on Securities,2
2012,Illinois,Securities/Futures,SEC,Stocks,22
2012,Illinois,Securities/Futures,SEC,[Total],24
2012,Illinois,Securities/Futures,[Total],[Total],25
2012,Illinois,[Total],[Total],[Total],44
2012,Indiana,Depository Institution,FDIC,Debit Card,1
2012,Indiana,Depository Institution,FDIC,[Total],1
2012,Indiana,Depository Institution,[Total],[Total],1
2012,Indiana,Securities/Futures,SEC,Insurance/Annuity Products,1
2012,Indiana,Securities/Futures,SEC,[Total],1
2012,Indiana,Securities/Futures,[Total],[Total],1
2012,Indiana,[Total],[Total],[Total],2
2012,Iowa,Depository Institution,FDIC,Debit Card,1
2012,Iowa,Depository Institution,FDIC,Residential Mortgage,1
2012,Iowa,Depository Institution,FDIC,[Total],2
2012,Iowa,Depository Institution,[Total],[Total],2
2012,Iowa,[Total],[Total],[Total],2
2012,Kansas,Depository Institution,FDIC,Credit Card,1
2012,Kansas,Depository Institution,FDIC,Debit Card,1
2012,Kansas,Depository Institution,FDIC,[Total],2
2012,Kansas,Depository Institution,OCC,Commercial Mortgage,1
2012,Kansas,Depository Institution,OCC,Residential Mortgage,2
2012,Kansas,Depository Institution,OCC,[Total],3
2012,Kansas,Depository Institution,[Total],[Total],5
2012,Kansas,[Total],[Total],[Total],5
2012,Kentucky,Depository Institution,FDIC,Commercial Mortgage,1
2012,Kentucky,Depository Institution,FDIC,Residential Mortgage,2
2012,Kentucky,Depository Institution,FDIC,[Total],3
2012,Kentucky,Depository Institution,OCC,Debit Card,2
2012,Kentucky,Depository Institution,OCC,[Total],2
2012,Kentucky,Depository Institution,[Total],[Total],5
2012,Kentucky,[Total],[Total],[Total],5
2012,Louisiana,Depository Institution,FDIC,Debit Card,1
2012,Louisiana,Depository Institution,FDIC,Residential Mortgage,5
2012,Louisiana,Depository Institution,FDIC,[Total],6
2012,Louisiana,Depository Institution,[Total],[Total],6
2012,Louisiana,[Total],[Total],[Total],6
2012,Maryland,Depository Institution,FDIC,Insurance/Annuity Products,1
2012,Maryland,Depository Institution,FDIC,[Total],1
2012,Maryland,Depository Institution,OCC,Bonds/Notes,2
2012,Maryland,Depository Institution,OCC,Commercial Mortgage,2
2012,Maryland,Depository Institution,OCC,Credit Card,2
2012,Maryland,Depository Institution,OCC,Debit Card,3
2012,Maryland,Depository Institution,OCC,Residential Mortgage,3
2012,Maryland,Depository Institution,OCC,[Total],12
2012,Maryland,Depository Institution,[Total],[Total],13
2012,Maryland,[Total],[Total],[Total],13
2012,Massachusetts,Depository Institution,FDIC,Debit Card,1
2012,Massachusetts,Depository Institution,FDIC,Residential Mortgage,4
2012,Massachusetts,Depository Institution,FDIC,[Total],5
2012,Massachusetts,Depository Institution,[Total],[Total],5
2012,Massachusetts,[Total],[Total],[Total],5
2012,Michigan,Depository Institution,FDIC,Bonds/Notes,1
2012,Michigan,Depository Institution,FDIC,[Total],1
2012,Michigan,Depository Institution,[Total],[Total],1
2012,Michigan,[Total],[Total],[Total],1
2012,Minnesota,Depository Institution,FDIC,Debit Card,2
2012,Minnesota,Depository Institution,FDIC,[Total],2
2012,Minnesota,Depository Institution,OCC,Debit Card,1
2012,Minnesota,Depository Institution,OCC,Residential Mortgage,1
2012,Minnesota,Depository Institution,OCC,[Total],2
2012,Minnesota,Depository Institution,[Total],[Total],4
2012,Minnesota,Securities/Futures,SEC,Debit Card,1
2012,Minnesota,Securities/Futures,SEC,[Total],1
2012,Minnesota,Securities/Futures,[Total],[Total],1
2012,Minnesota,[Total],[Total],[Total],5
2012,Missouri,Depository Institution,OCC,Debit Card,5
2012,Missouri,Depository Institution,OCC,Home Equity Loan,10
2012,Missouri,Depository Institution,OCC,Residential Mortgage,258
2012,Missouri,Depository Institution,OCC,Security Futures Products,1
2012,Missouri,Depository Institution,OCC,Stocks,2
2012,Missouri,Depository Institution,OCC,[Total],276
2012,Missouri,Depository Institution,[Total],[Total],276
2012,Missouri,Securities/Futures,SEC,Stocks,1
2012,Missouri,Securities/Futures,SEC,[Total],1
2012,Missouri,Securities/Futures,[Total],[Total],1
2012,Missouri,[Total],[Total],[Total],277
2012,Nebraska,Depository Institution,FDIC,Credit Card,1
2012,Nebraska,Depository Institution,FDIC,Residential Mortgage,1
2012,Nebraska,Depository Institution,FDIC,[Total],2
2012,Nebraska,Depository Institution,OCC,Credit Card,1
2012,Nebraska,Depository Institution,OCC,Debit Card,1
2012,Nebraska,Depository Institution,OCC,[Total],2
2012,Nebraska,Depository Institution,[Total],[Total],4
2012,Nebraska,[Total],[Total],[Total],4
2012,Nevada,Depository Institution,FDIC,Credit Card,8
2012,Nevada,Depository Institution,FDIC,[Total],8
2012,Nevada,Depository Institution,OCC,Credit Card,4
2012,Nevada,Depository Institution,OCC,Debit Card,2
2012,Nevada,Depository Institution,OCC,[Total],6
2012,Nevada,Depository Institution,[Total],[Total],14
2012,Nevada,[Total],[Total],[Total],14
2012,New Hampshire,Depository Institution,OCC,Mutual Fund,1
2012,New Hampshire,Depository Institution,OCC,Stocks,1
2012,New Hampshire,Depository Institution,OCC,[Total],2
2012,New Hampshire,Depository Institution,[Total],[Total],2
2012,New Hampshire,[Total],[Total],[Total],2
2012,New Jersey,Depository Institution,FDIC,Commercial Mortgage,1
2012,New Jersey,Depository Institution,FDIC,[Total],1
2012,New Jersey,Depository Institution,OCC,Credit Card,3
2012,New Jersey,Depository Institution,OCC,Debit Card,8
2012,New Jersey,Depository Institution,OCC,Residential Mortgage,15
2012,New Jersey,Depository Institution,OCC,[Total],26
2012,New Jersey,Depository Institution,[Total],[Total],27
2012,New Jersey,Securities/Futures,CFTC,Forex Transactions,1
2012,New Jersey,Securities/Futures,CFTC,[Total],1
2012,New Jersey,Securities/Futures,SEC,Mutual Fund,1
2012,New Jersey,Securities/Futures,SEC,Stocks,3
2012,New Jersey,Securities/Futures,SEC,[Total],4
2012,New Jersey,Securities/Futures,[Total],[Total],5
2012,New Jersey,[Total],[Total],[Total],32
2012,New Mexico,Depository Institution,OCC,Credit Card,1
2012,New Mexico,Depository Institution,OCC,Debit Card,4
2012,New Mexico,Depository Institution,OCC,[Total],5
2012,New Mexico,Depository Institution,[Total],[Total],5
2012,New Mexico,[Total],[Total],[Total],5
2012,New York,Depository Institution,OCC,Credit Card,1
2012,New York,Depository Institution,OCC,Debit Card,1
2012,New York,Depository Institution,OCC,Mutual Fund,1
2012,New York,Depository Institution,OCC,Residential Mortgage,1
2012,New York,Depository Institution,OCC,Stocks,1
2012,New York,Depository Institution,OCC,[Total],5
2012,New York,Depository Institution,[Total],[Total],5
2012,New York,Securities/Futures,SEC,Insurance/Annuity Products,1
2012,New York,Securities/Futures,SEC,Mutual Fund,1
2012,New York,Securities/Futures,SEC,Stocks,3
2012,New York,Securities/Futures,SEC,[Total],5
2012,New York,Securities/Futures,[Total],[Total],5
2012,New York,[Total],[Total],[Total],10
2012,North Carolina,Depository Institution,OCC,Debit Card,2
2012,North Carolina,Depository Institution,OCC,[Total],2
2012,North Carolina,Depository Institution,[Total],[Total],2
2012,North Carolina,[Total],[Total],[Total],2
2012,Ohio,Depository Institution,FDIC,Commercial Mortgage,1
2012,Ohio,Depository Institution,FDIC,Credit Card,1
2012,Ohio,Depository Institution,FDIC,[Total],2
2012,Ohio,Depository Institution,OCC,Credit Card,3
2012,Ohio,Depository Institution,OCC,Debit Card,3
2012,Ohio,Depository Institution,OCC,[Total],6
2012,Ohio,Depository Institution,[Total],[Total],8
2012,Ohio,Securities/Futures,SEC,Mutual Fund,2
2012,Ohio,Securities/Futures,SEC,[Total],2
2012,Ohio,Securities/Futures,[Total],[Total],2
2012,Ohio,[Total],[Total],[Total],10
2012,Oklahoma,Depository Institution,FDIC,Residential Mortgage,1
2012,Oklahoma,Depository Institution,FDIC,[Total],1
2012,Oklahoma,Depository Institution,OCC,Bonds/Notes,1
2012,Oklahoma,Depository Institution,OCC,Residential Mortgage,146
2012,Oklahoma,Depository Institution,OCC,[Total],147
2012,Oklahoma,Depository Institution,[Total],[Total],148
2012,Oklahoma,[Total],[Total],[Total],148
2012,Pennsylvania,Depository Institution,OCC,Credit Card,1
2012,Pennsylvania,Depository Institution,OCC,Debit Card,2
2012,Pennsylvania,Depository Institution,OCC,Residential Mortgage,2
2012,Pennsylvania,Depository Institution,OCC,[Total],5
2012,Pennsylvania,Depository Institution,[Total],[Total],5
2012,Pennsylvania,[Total],[Total],[Total],5
2012,Puerto Rico,Depository Institution,FDIC,Residential Mortgage,1
2012,Puerto Rico,Depository Institution,FDIC,[Total],1
2012,Puerto Rico,Depository Institution,[Total],[Total],1
2012,Puerto Rico,[Total],[Total],[Total],1
2012,South Carolina,Depository Institution,OCC,Bonds/Notes,1
2012,South Carolina,Depository Institution,OCC,Commercial Mortgage,1
2012,South Carolina,Depository Institution,OCC,Debit Card,4
2012,South Carolina,Depository Institution,OCC,[Total],6
2012,South Carolina,Depository Institution,[Total],[Total],6
2012,South Carolina,[Total],[Total],[Total],6
2012,South Dakota,Depository Institution,OCC,Credit Card,844
2012,South Dakota,Depository Institution,OCC,[Total],844
2012,South Dakota,Depository Institution,[Total],[Total],844
2012,South Dakota,Securities/Futures,SEC,Mutual Fund,1
2012,South Dakota,Securities/Futures,SEC,[Total],1
2012,South Dakota,Securities/Futures,[Total],[Total],1
2012,South Dakota,[Total],[Total],[Total],845
2012,Tennessee,Depository Institution,FDIC,Commercial Mortgage,1
2012,Tennessee,Depository Institution,FDIC,[Total],1
2012,Tennessee,Depository Institution,OCC,Debit Card,1
2012,Tennessee,Depository Institution,OCC,[Total],1
2012,Tennessee,Depository Institution,[Total],[Total],2
2012,Tennessee,[Total],[Total],[Total],2
2012,Texas,Depository Institution,FDIC,Credit Card,1
2012,Texas,Depository Institution,FDIC,Debit Card,1
2012,Texas,Depository Institution,FDIC,Residential Mortgage,1
2012,Texas,Depository Institution,FDIC,[Total],3
2012,Texas,Depository Institution,OCC,Credit Card,3
2012,Texas,Depository Institution,OCC,Debit Card,27
2012,Texas,Depository Institution,OCC,[Total],30
2012,Texas,Depository Institution,[Total],[Total],33
2012,Texas,Securities/Futures,SEC,Insurance/Annuity Products,1
2012,Texas,Securities/Futures,SEC,Mutual Fund,1
2012,Texas,Securities/Futures,SEC,[Total],2
2012,Texas,Securities/Futures,[Total],[Total],2
2012,Texas,[Total],[Total],[Total],35
2012,Utah,Depository Institution,FDIC,Debit Card,1
2012,Utah,Depository Institution,FDIC,[Total],1
2012,Utah,Depository Institution,[Total],[Total],1
2012,Utah,[Total],[Total],[Total],1
2012,Virginia,Depository Institution,FDIC,Debit Card,1
2012,Virginia,Depository Institution,FDIC,[Total],1
2012,Virginia,Depository Institution,OCC,Credit Card,1
2012,Virginia,Depository Institution,OCC,Debit Card,1
2012,Virginia,Depository Institution,OCC,Residential Mortgage,1
2012,Virginia,Depository Institution,OCC,[Total],3
2012,Virginia,Depository Institution,[Total],[Total],4
2012,Virginia,Securities/Futures,SEC,Stocks,1
2012,Virginia,Securities/Futures,SEC,[Total],1
2012,Virginia,Securities/Futures,[Total],[Total],1
2012,Virginia,[Total],[Total],[Total],5
2012,Washington,Depository Institution,OCC,Debit Card,1
2012,Washington,Depository Institution,OCC,Residential Mortgage,1
2012,Washington,Depository Institution,OCC,[Total],2
2012,Washington,Depository Institution,[Total],[Total],2
2012,Washington,Securities/Futures,SEC,Mutual Fund,1
2012,Washington,Securities/Futures,SEC,[Total],1
2012,Washington,Securities/Futures,[Total],[Total],1
2012,Washington,[Total],[Total],[Total],3
2012,Wisconsin,Depository Institution,OCC,Credit Card,1
2012,Wisconsin,Depository Institution,OCC,[Total],1
2012,Wisconsin,Depository Institution,[Total],[Total],1
2012,Wisconsin,Securities/Futures,SEC,Mutual Fund,1
2012,Wisconsin,Securities/Futures,SEC,[Total],1
2012,Wisconsin,Securities/Futures,[Total],[Total],1
